Order ID,Order Date,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month,Month Name,Day Name
CA-2015-167269,2015-06-16,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,6.208,2,0.2,2.1728,2015,6,June,Tuesday
CA-2017-106964,2017-12-17,Hallie Redmond,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,11.808,2,0.2,4.2804,2017,12,December,Sunday
CA-2016-126529,2016-01-11,Deanra Eno,Home Office,United States,Springfield,Ohio,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2016,1,January,Monday
CA-2016-126529,2016-01-11,Deanra Eno,Home Office,United States,Springfield,Ohio,East,Office Supplies,Paper,63.312,3,0.2,20.5764,2016,1,January,Monday
CA-2016-126529,2016-01-11,Deanra Eno,Home Office,United States,Springfield,Ohio,East,Technology,Phones,15.588,2,0.4,-9.8724,2016,1,January,Monday
CA-2014-163552,2014-07-11,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,Office Supplies,Paper,177.2,5,0.0,83.284,2014,7,July,Friday
CA-2014-163552,2014-07-11,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,Technology,Phones,197.97,3,0.0,57.4113,2014,7,July,Friday
CA-2014-163552,2014-07-11,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,Furniture,Chairs,854.94,3,0.0,213.735,2014,7,July,Friday
CA-2014-163552,2014-07-11,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,Furniture,Furnishings,124.11,9,0.0,52.1262,2014,7,July,Friday
CA-2014-163552,2014-07-11,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,Office Supplies,Labels,14.4,5,0.0,7.056,2014,7,July,Friday
CA-2016-109820,2016-11-20,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Paper,15.696,3,0.2,5.1012,2016,11,November,Sunday
CA-2016-109820,2016-11-20,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Binders,2.628,2,0.7,-1.9272,2016,11,November,Sunday
CA-2016-109820,2016-11-20,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Binders,14.427,3,0.7,-10.5798,2016,11,November,Sunday
CA-2016-113061,2016-04-22,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,Central,Furniture,Furnishings,86.62,2,0.0,8.662,2016,4,April,Friday
CA-2015-127418,2015-06-13,Jennifer Jackson,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,36.624,3,0.2,13.734,2015,6,June,Saturday
CA-2017-121818,2017-11-20,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,South,Office Supplies,Art,23.968,7,0.2,2.6964,2017,11,November,Monday
CA-2017-121818,2017-11-20,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,South,Office Supplies,Art,28.728,3,0.2,1.7955,2017,11,November,Monday
CA-2016-127670,2016-03-20,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,Central,Furniture,Tables,697.16,4,0.0,146.4036,2016,3,March,Sunday
CA-2016-102981,2016-09-06,Mary O'Rourke,Consumer,United States,New York City,New York,East,Technology,Accessories,31.86,2,0.0,11.151,2016,9,September,Tuesday
CA-2016-102981,2016-09-06,Mary O'Rourke,Consumer,United States,New York City,New York,East,Furniture,Bookcases,722.352,3,0.2,90.294,2016,9,September,Tuesday
CA-2017-115651,2017-07-09,Noel Staavos,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Art,8.84,5,0.2,2.9835,2017,7,July,Sunday
CA-2017-115651,2017-07-09,Noel Staavos,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,58.464,9,0.8,-146.16,2017,7,July,Sunday
CA-2017-152702,2017-10-12,Steve Nguyen,Home Office,United States,Rockford,Illinois,Central,Furniture,Chairs,254.604,14,0.3,-18.186,2017,10,October,Thursday
CA-2016-169103,2016-03-08,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,Technology,Phones,1363.96,5,0.2,85.2475,2016,3,March,Tuesday
CA-2016-169103,2016-03-08,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,Furniture,Furnishings,102.36,3,0.2,-3.8385,2016,3,March,Tuesday
CA-2014-139192,2014-05-27,Lena Creighton,Consumer,United States,San Francisco,California,West,Technology,Phones,1113.504,12,0.2,125.2692,2014,5,May,Tuesday
CA-2014-139192,2014-05-27,Lena Creighton,Consumer,United States,San Francisco,California,West,Technology,Accessories,99.99,1,0.0,37.9962,2014,5,May,Tuesday
US-2015-153500,2015-07-03,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,168.464,2,0.2,-29.4812,2015,7,July,Friday
US-2015-153500,2015-07-03,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.72,2,0.2,2.436,2015,7,July,Friday
US-2015-153500,2015-07-03,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,282.888,9,0.2,56.5776,2015,7,July,Friday
CA-2015-110667,2015-04-04,Nicole Fjeld,Home Office,United States,New York City,New York,East,Office Supplies,Art,11.16,2,0.0,4.3524,2015,4,April,Saturday
CA-2015-110667,2015-04-04,Nicole Fjeld,Home Office,United States,New York City,New York,East,Furniture,Furnishings,108.4,2,0.0,22.764,2015,4,April,Saturday
CA-2015-110667,2015-04-04,Nicole Fjeld,Home Office,United States,New York City,New York,East,Office Supplies,Binders,82.344,3,0.2,27.7911,2015,4,April,Saturday
CA-2015-110667,2015-04-04,Nicole Fjeld,Home Office,United States,New York City,New York,East,Office Supplies,Binders,9.088,4,0.2,3.2944,2015,4,April,Saturday
CA-2017-167150,2017-12-10,Ben Peterman,Corporate,United States,San Diego,California,West,Office Supplies,Binders,19.936,4,0.2,7.2268,2017,12,December,Sunday
CA-2017-167150,2017-12-10,Ben Peterman,Corporate,United States,San Diego,California,West,Office Supplies,Binders,65.568,2,0.2,22.9488,2017,12,December,Sunday
CA-2016-105284,2016-11-24,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,4.416,3,0.2,1.6008,2016,11,November,Thursday
US-2015-125374,2015-03-23,Julia Dunbar,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,107.772,2,0.3,-29.2524,2015,3,March,Monday
CA-2015-161263,2015-04-16,Theresa Swint,Corporate,United States,Toledo,Ohio,East,Office Supplies,Appliances,45.216,3,0.2,4.5216,2015,4,April,Thursday
CA-2015-161263,2015-04-16,Theresa Swint,Corporate,United States,Toledo,Ohio,East,Office Supplies,Fasteners,10.416,7,0.2,-2.2134,2015,4,April,Thursday
CA-2015-161263,2015-04-16,Theresa Swint,Corporate,United States,Toledo,Ohio,East,Office Supplies,Art,7.872,3,0.2,1.2792,2015,4,April,Thursday
CA-2015-161263,2015-04-16,Theresa Swint,Corporate,United States,Toledo,Ohio,East,Technology,Phones,118.782,3,0.4,-27.7158,2015,4,April,Thursday
CA-2015-161263,2015-04-16,Theresa Swint,Corporate,United States,Toledo,Ohio,East,Office Supplies,Fasteners,1.448,1,0.2,0.2353,2015,4,April,Thursday
CA-2015-161263,2015-04-16,Theresa Swint,Corporate,United States,Toledo,Ohio,East,Office Supplies,Binders,55.47,5,0.7,-46.225,2015,4,April,Thursday
CA-2016-157686,2016-10-01,Brian DeCherney,Consumer,United States,San Francisco,California,West,Furniture,Chairs,194.848,4,0.2,12.178,2016,10,October,Saturday
US-2017-139955,2017-09-28,Charles McCrossin,Consumer,United States,Brownsville,Texas,Central,Office Supplies,Supplies,1.744,1,0.2,-0.3488,2017,9,September,Thursday
US-2015-150161,2015-07-25,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,25.176,4,0.7,-18.4624,2015,7,July,Saturday
CA-2015-144652,2015-11-20,Skye Norling,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,19.46,7,0.0,5.0596,2015,11,November,Friday
CA-2016-152814,2016-04-28,Erica Hernandez,Home Office,United States,Denver,Colorado,West,Office Supplies,Paper,29.472,3,0.2,9.9468,2016,4,April,Thursday
CA-2017-106943,2017-11-14,Frank Olsen,Consumer,United States,New York City,New York,East,Office Supplies,Binders,8.64,2,0.2,3.024,2017,11,November,Tuesday
CA-2016-134348,2016-11-12,Maurice Satty,Consumer,United States,Mesa,Arizona,West,Office Supplies,Binders,6.27,5,0.7,-4.598,2016,11,November,Saturday
CA-2016-134348,2016-11-12,Maurice Satty,Consumer,United States,Mesa,Arizona,West,Office Supplies,Binders,4.368,7,0.7,-3.3488,2016,11,November,Saturday
CA-2016-134348,2016-11-12,Maurice Satty,Consumer,United States,Mesa,Arizona,West,Technology,Accessories,31.984,2,0.2,1.999,2016,11,November,Saturday
CA-2016-161781,2016-09-29,Chad Cunningham,Home Office,United States,Columbus,Indiana,Central,Office Supplies,Art,40.88,7,0.0,10.6288,2016,9,September,Thursday
CA-2017-132521,2017-09-23,Don Weiss,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,119.96,2,0.0,33.5888,2017,9,September,Saturday
CA-2017-132521,2017-09-23,Don Weiss,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,31.44,3,0.0,8.4888,2017,9,September,Saturday
CA-2017-132521,2017-09-23,Don Weiss,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,6.88,1,0.2,2.322,2017,9,September,Saturday
CA-2015-110016,2015-11-29,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,19.92,4,0.0,9.3624,2015,11,November,Sunday
CA-2015-110016,2015-11-29,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,1106.91,9,0.0,121.7601,2015,11,November,Sunday
US-2016-143819,2016-03-01,Karen Daniels,Consumer,United States,Yonkers,New York,East,Furniture,Tables,836.592,8,0.4,-264.9208,2016,3,March,Tuesday
US-2016-143819,2016-03-01,Karen Daniels,Consumer,United States,Yonkers,New York,East,Office Supplies,Paper,26.38,1,0.0,12.1348,2016,3,March,Tuesday
US-2016-143819,2016-03-01,Karen Daniels,Consumer,United States,Yonkers,New York,East,Office Supplies,Storage,362.92,2,0.0,105.2468,2016,3,March,Tuesday
US-2016-143819,2016-03-01,Karen Daniels,Consumer,United States,Yonkers,New York,East,Technology,Machines,4899.93,7,0.0,2400.9657,2016,3,March,Tuesday
CA-2016-167584,2016-08-12,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,Central,Office Supplies,Paper,6.48,1,0.0,3.1104,2016,8,August,Friday
CA-2016-166163,2016-08-15,Craig Yedwab,Corporate,United States,Oakland,California,West,Technology,Phones,71.976,3,0.2,7.1976,2016,8,August,Monday
CA-2016-166163,2016-08-15,Craig Yedwab,Corporate,United States,Oakland,California,West,Office Supplies,Labels,3.15,1,0.0,1.512,2016,8,August,Monday
CA-2017-158407,2017-06-04,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,Furniture,Furnishings,31.984,2,0.2,1.999,2017,6,June,Sunday
CA-2017-158407,2017-06-04,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,Technology,Phones,71.984,2,0.2,25.1944,2017,6,June,Sunday
CA-2015-143490,2015-12-06,Naresj Patel,Consumer,United States,San Diego,California,West,Office Supplies,Art,120.15,9,0.0,33.642,2015,12,December,Sunday
CA-2015-143490,2015-12-06,Naresj Patel,Consumer,United States,San Diego,California,West,Technology,Phones,219.184,2,0.2,19.1786,2015,12,December,Sunday
CA-2015-165085,2015-12-27,Brad Thomas,Home Office,United States,Clinton,Maryland,East,Office Supplies,Paper,28.9,5,0.0,14.161,2015,12,December,Sunday
CA-2015-165085,2015-12-27,Brad Thomas,Home Office,United States,Clinton,Maryland,East,Office Supplies,Appliances,355.96,2,0.0,103.2284,2015,12,December,Sunday
CA-2017-160423,2017-01-21,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Storage,348.208,7,0.2,30.4682,2017,1,January,Saturday
CA-2017-160423,2017-01-21,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Binders,35.784,7,0.7,-28.6272,2017,1,January,Saturday
CA-2014-159338,2014-06-25,Noel Staavos,Corporate,United States,Los Angeles,California,West,Furniture,Tables,447.84,5,0.2,11.196,2014,6,June,Wednesday
CA-2016-107216,2016-06-14,Paul Van Hugh,Home Office,United States,San Francisco,California,West,Office Supplies,Art,7.04,4,0.0,2.0416,2016,6,June,Tuesday
CA-2016-107216,2016-06-14,Paul Van Hugh,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,8.73,3,0.0,4.1031,2016,6,June,Tuesday
CA-2016-107216,2016-06-14,Paul Van Hugh,Home Office,United States,San Francisco,California,West,Technology,Accessories,29.29,1,0.0,9.6657,2016,6,June,Tuesday
CA-2016-107216,2016-06-14,Paul Van Hugh,Home Office,United States,San Francisco,California,West,Office Supplies,Art,8.64,3,0.0,2.5056,2016,6,June,Tuesday
US-2017-145863,2017-04-21,Resi Pölking,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.694,3,0.8,-4.7145,2017,4,April,Friday
US-2017-145863,2017-04-21,Resi Pölking,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,2017,4,April,Friday
CA-2016-112340,2016-10-21,Neoma Murray,Consumer,United States,Riverside,California,West,Office Supplies,Paper,22.92,3,0.0,11.2308,2016,10,October,Friday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,100.704,6,0.2,-16.3644,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,2.328,2,0.6,-0.7566,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,10.78,5,0.8,-17.248,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Fasteners,58.368,12,0.2,21.888,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Envelopes,40.968,3,0.2,13.8267,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Technology,Phones,71.96,5,0.2,25.186,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,2016,11,November,Saturday
US-2016-110156,2016-11-19,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,1.192,2,0.8,-2.0264,2016,11,November,Saturday
CA-2017-140585,2017-12-18,Russell Applegate,Consumer,United States,Encinitas,California,West,Office Supplies,Binders,46.672,2,0.2,16.3352,2017,12,December,Monday
CA-2017-140585,2017-12-18,Russell Applegate,Consumer,United States,Encinitas,California,West,Furniture,Bookcases,119.833,1,0.15,-12.6882,2017,12,December,Monday
CA-2017-140585,2017-12-18,Russell Applegate,Consumer,United States,Encinitas,California,West,Technology,Accessories,119.98,2,0.0,57.5904,2017,12,December,Monday
CA-2016-144855,2016-07-22,Dionis Lloyd,Corporate,United States,San Francisco,California,West,Office Supplies,Labels,6.3,2,0.0,3.024,2016,7,July,Friday
CA-2015-142755,2015-09-04,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,279.9,5,0.0,137.151,2015,9,September,Friday
CA-2015-142755,2015-09-04,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,619.95,5,0.0,111.591,2015,9,September,Friday
CA-2015-142755,2015-09-04,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,4.36,2,0.0,2.0492,2015,9,September,Friday
CA-2015-142755,2015-09-04,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Office Supplies,Envelopes,15.28,2,0.0,7.4872,2015,9,September,Friday
US-2014-147627,2014-01-20,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Technology,Phones,699.93,7,0.0,181.9818,2014,1,January,Monday
US-2014-147627,2014-01-20,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Art,22.96,7,0.0,6.6584,2014,1,January,Monday
US-2014-147627,2014-01-20,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Furniture,Furnishings,38.6,4,0.0,11.58,2014,1,January,Monday
US-2014-147627,2014-01-20,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Art,6.63,3,0.0,1.7901,2014,1,January,Monday
US-2014-147627,2014-01-20,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Envelopes,23.34,3,0.0,10.9698,2014,1,January,Monday
US-2014-147627,2014-01-20,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Furniture,Chairs,1067.94,3,0.0,224.2674,2014,1,January,Monday
CA-2015-105970,2015-03-02,Pete Armstrong,Home Office,United States,Richmond,Indiana,Central,Office Supplies,Art,10.16,1,0.0,2.6416,2015,3,March,Monday
CA-2015-105970,2015-03-02,Pete Armstrong,Home Office,United States,Richmond,Indiana,Central,Office Supplies,Envelopes,101.88,6,0.0,50.94,2015,3,March,Monday
CA-2016-112102,2016-04-12,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Furniture,Tables,343.92,4,0.0,75.6624,2016,4,April,Tuesday
CA-2016-112102,2016-04-12,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Office Supplies,Paper,40.99,1,0.0,20.0851,2016,4,April,Tuesday
CA-2016-112102,2016-04-12,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Office Supplies,Envelopes,63.9,5,0.0,28.755,2016,4,April,Tuesday
US-2016-114776,2016-12-06,Greg Guthrie,Corporate,United States,Antioch,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2016,12,December,Tuesday
US-2016-134908,2016-06-05,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,124.608,4,0.2,-23.364,2016,6,June,Sunday
US-2016-134908,2016-06-05,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,7.56,3,0.2,2.646,2016,6,June,Sunday
US-2016-148803,2016-12-11,Lena Radford,Consumer,United States,Homestead,Florida,South,Office Supplies,Storage,85.224,3,0.2,7.4571,2016,12,December,Sunday
CA-2016-152170,2016-11-12,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Envelopes,287.52,8,0.0,129.384,2016,11,November,Saturday
CA-2016-152170,2016-11-12,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Appliances,37.68,2,0.0,10.5504,2016,11,November,Saturday
CA-2016-152170,2016-11-12,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Paper,19.98,2,0.0,8.991,2016,11,November,Saturday
CA-2016-152170,2016-11-12,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Art,20.58,7,0.0,5.5566,2016,11,November,Saturday
CA-2016-152170,2016-11-12,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Binders,17.38,2,0.0,8.69,2016,11,November,Saturday
CA-2014-146969,2014-09-29,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,204.6,2,0.0,53.196,2014,9,September,Monday
CA-2014-146969,2014-09-29,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,8.72,4,0.0,2.8776,2014,9,September,Monday
CA-2014-146969,2014-09-29,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2014,9,September,Monday
CA-2014-146969,2014-09-29,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Technology,Machines,686.32,2,0.2,223.054,2014,9,September,Monday
CA-2014-146969,2014-09-29,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,62.18,1,0.0,16.7886,2014,9,September,Monday
CA-2015-112452,2015-04-04,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Appliances,644.076,2,0.1,107.346,2015,4,April,Saturday
CA-2015-112452,2015-04-04,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Fasteners,5.84,2,0.0,2.628,2015,4,April,Saturday
CA-2015-112452,2015-04-04,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Binders,12.76,2,0.0,5.8696,2015,4,April,Saturday
CA-2015-112452,2015-04-04,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Technology,Phones,10.95,1,0.0,0.438,2015,4,April,Saturday
CA-2015-112452,2015-04-04,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Technology,Copiers,599.98,2,0.0,209.993,2015,4,April,Saturday
CA-2015-113971,2015-05-08,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,East,Furniture,Furnishings,8.352,6,0.2,1.2528,2015,5,May,Friday
CA-2017-160395,2016-12-31,Kelly Lampkin,Corporate,United States,Reno,Nevada,West,Office Supplies,Art,3.64,2,0.0,1.638,2016,12,December,Saturday
CA-2017-160395,2016-12-31,Kelly Lampkin,Corporate,United States,Reno,Nevada,West,Office Supplies,Binders,159.768,7,0.2,53.9217,2016,12,December,Saturday
CA-2014-136567,2014-12-20,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Office Supplies,Storage,122.48,2,0.0,0.0,2014,12,December,Saturday
CA-2014-136567,2014-12-20,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Furniture,Tables,2244.48,7,0.0,493.7856,2014,12,December,Saturday
CA-2014-136567,2014-12-20,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Office Supplies,Binders,62.31,3,0.0,29.2857,2014,12,December,Saturday
CA-2014-136567,2014-12-20,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Furniture,Tables,455.1,2,0.0,100.122,2014,12,December,Saturday
CA-2016-149314,2016-07-02,George Bell,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,195.184,1,0.2,19.5184,2016,7,July,Saturday
CA-2017-147039,2017-06-29,Alex Avila,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Appliances,362.94,3,0.0,90.735,2017,6,June,Thursday
CA-2017-147039,2017-06-29,Alex Avila,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,11.54,2,0.0,5.77,2017,6,June,Thursday
CA-2014-126522,2014-09-01,Larry Tron,Consumer,United States,Escondido,California,West,Office Supplies,Art,53.94,3,0.0,15.6426,2014,9,September,Monday
CA-2014-127964,2014-03-03,Anne Pryor,Home Office,United States,New York City,New York,East,Technology,Phones,9.99,1,0.0,4.5954,2014,3,March,Monday
CA-2014-127964,2014-03-03,Anne Pryor,Home Office,United States,New York City,New York,East,Office Supplies,Binders,125.76,3,0.2,40.872,2014,3,March,Monday
CA-2014-127964,2014-03-03,Anne Pryor,Home Office,United States,New York City,New York,East,Office Supplies,Binders,25.32,5,0.2,9.1785,2014,3,March,Monday
CA-2014-117709,2014-05-04,Paul MacIntyre,Consumer,United States,Jackson,Michigan,Central,Office Supplies,Binders,46.8,4,0.0,21.06,2014,5,May,Sunday
CA-2015-125416,2015-11-02,Kelly Collister,Consumer,United States,Seattle,Washington,West,Technology,Accessories,447.93,9,0.0,49.2723,2015,11,November,Monday
CA-2017-145226,2017-12-08,Delfina Latchford,Consumer,United States,New York City,New York,East,Furniture,Furnishings,109.48,2,0.0,33.9388,2017,12,December,Friday
CA-2017-145226,2017-12-08,Delfina Latchford,Consumer,United States,New York City,New York,East,Office Supplies,Storage,272.94,3,0.0,0.0,2017,12,December,Friday
CA-2017-145226,2017-12-08,Delfina Latchford,Consumer,United States,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2017,12,December,Friday
CA-2017-145226,2017-12-08,Delfina Latchford,Consumer,United States,New York City,New York,East,Office Supplies,Storage,31.92,4,0.0,8.2992,2017,12,December,Friday
US-2014-100279,2014-03-10,Scott Williamson,Consumer,United States,Royal Oak,Michigan,Central,Office Supplies,Paper,22.38,2,0.0,10.7424,2014,3,March,Monday
CA-2014-158064,2014-04-21,Allen Armold,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,16.52,5,0.2,5.5755,2014,4,April,Monday
US-2015-104430,2015-10-22,Liz Thompson,Consumer,United States,Bloomington,Illinois,Central,Office Supplies,Binders,5.176,4,0.8,-7.764,2015,10,October,Thursday
CA-2015-132080,2015-08-22,Dave Poirier,Corporate,United States,New York City,New York,East,Office Supplies,Binders,50.112,6,0.2,16.2864,2015,8,August,Saturday
CA-2016-161207,2016-08-29,Adam Bellavance,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Supplies,27.93,3,0.0,8.0997,2016,8,August,Monday
CA-2014-120243,2014-12-27,Alyssa Tate,Home Office,United States,Los Angeles,California,West,Office Supplies,Labels,11.56,4,0.0,5.4332,2014,12,December,Saturday
CA-2016-113621,2016-12-01,Joel Eaton,Consumer,United States,Rockville,Maryland,East,Furniture,Chairs,172.5,2,0.0,51.75,2016,12,December,Thursday
CA-2016-113621,2016-12-01,Joel Eaton,Consumer,United States,Rockville,Maryland,East,Technology,Phones,179.97,3,0.0,44.9925,2016,12,December,Thursday
CA-2016-168081,2016-04-24,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,Technology,Accessories,258.696,3,0.2,64.674,2016,4,April,Sunday
CA-2014-128146,2014-06-21,Dave Brooks,Consumer,United States,Lakewood,New Jersey,East,Technology,Phones,1322.93,7,0.0,357.1911,2014,6,June,Saturday
CA-2014-128146,2014-06-21,Dave Brooks,Consumer,United States,Lakewood,New Jersey,East,Office Supplies,Art,3.76,2,0.0,1.0904,2014,6,June,Saturday
CA-2017-138779,2017-01-14,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Envelopes,21.744,1,0.2,7.3386,2017,1,January,Saturday
CA-2017-138779,2017-01-14,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,7.92,5,0.2,0.693,2017,1,January,Saturday
CA-2014-127131,2014-11-24,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,12.096,7,0.2,4.2336,2014,11,November,Monday
CA-2014-127131,2014-11-24,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,485.88,6,0.0,9.7176,2014,11,November,Monday
CA-2014-127131,2014-11-24,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,25.92,4,0.0,12.4416,2014,11,November,Monday
CA-2014-127131,2014-11-24,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,197.58,2,0.0,53.3466,2014,11,November,Monday
CA-2017-117212,2017-02-26,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,81.92,4,0.0,22.1184,2017,2,February,Sunday
CA-2017-117212,2017-02-26,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Technology,Phones,889.536,8,0.2,66.7152,2017,2,February,Sunday
CA-2017-117212,2017-02-26,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,892.224,3,0.2,89.2224,2017,2,February,Sunday
CA-2017-117212,2017-02-26,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,223.92,4,0.0,109.7208,2017,2,February,Sunday
CA-2017-117212,2017-02-26,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,23.12,4,0.0,11.3288,2017,2,February,Sunday
